col0,col1
4320,4320
8699,8699
8980,8980
2835,2835
231,231
5108,6378
3931,9214
2190,2190
5324,5324
1940,1940
1348,1348
6018,6018
4214,4214
4712,4712
5999,8732
4498,4498
7203,7203
365,365
5845,5845
9413,9413
7574,7574
7441,7441
3564,3564
3089,8378
3346,3346
721,721
5339,5339
6333,6333
7393,7393
2232,2232
2526,2526
9467,9467
4266,4266
1218,1218
2129,2129
13,13
8966,8966
1532,1532
5701,5701
5195,6309
7658,7658
626,626
556,556
2947,2947
1105,1105
3429,6844
5904,5904
2829,2829
5599,5599
7742,7742
8956,8956
6287,6287
6606,6606
5209,5209
5640,5640
6184,6184
2076,2076
3897,3944
17,17
3522,4254
288,288
2030,2030
472,472
8085,8085
6718,6718
1774,3146
4596,4596
481,4860
4463,6250
7004,7004
5006,5006
453,453
9087,4313
4291,4291
1987,1987
3004,3004
3265,719
8765,8765
1241,1241
9945,9945
4235,4235
173,173
2734,2734
7078,7078
6909,6909
386,386
1647,1647
2807,2807
2351,4071
9098,9098
2588,2588
3329,3329
6649,6649
8978,8978
5333,5333
3236,3236
7639,7639
627,627
449,449
1167,9538
1720,1720
8491,8491
5220,5220
4811,4811
216,216
6814,6814
350,350
5018,6321
573,573
3082,3082
2341,2341
475,1696
5539,5539
8177,8177
6521,6521
6105,6105
695,695
4891,4891
5742,626
3556,3556
9341,9341
182,182
1712,1712
1635,1635
2674,2674
9090,9090
9634,1157
1513,553
28,28
4956,4956
7259,7259
2147,2147
2721,2721
2664,2664
2779,2779
1018,3166
2226,2226
8867,8867
1071,1071
1695,1695
1400,3315
1147,1147
8313,8313
6297,6297
5973,5973
7140,7140
4180,4180
563,563
3548,5250
3535,3535
6975,9420
7662,7662
4553,4553
3413,3413
7160,7160
2305,2305
6813,6813
253,253
4748,4748
2141,2141
3675,3675
4638,4638
6491,9922
4469,5176
2336,2336
2505,6682
5753,5753
2437,2437
103,2792
6782,6782
545,545
9953,9953
993,993
8972,8972
1332,4158
5342,5342
910,910
4069,4069
501,501
624,624
9147,749
2023,6016
8036,8036
7030,7030
6716,6716
4493,4493
5611,5611
1212,1212
134,1196
3040,3040
3298,6178
5401,5401
3343,3089
8602,8602
8489,1216
3790,3790
7892,7892
3383,3383
9381,9381
4897,4897
1924,3939
6551,6551
3965,3965
2760,550
3844,3844
1147,1147
7811,7811
249,249
8839,8839
2724,2724
703,9651
7427,3879
9791,9791
1434,1434
3471,3960
5873,5873
1903,1903
1425,1425
8320,8320
3216,3216
1003,1003
4700,4700
6391,6391
3345,3345
5343,5343
1036,3483
2040,2040
5432,5432
5378,5378
2538,2538
3482,3482
8742,8742
2458,2458
25,25
8763,3033
5607,5607
6818,6818
9437,9437
2603,2603
1767,1767
3156,3156
3316,3316
2717,2717
1059,1059
2446,2446
9339,9339
2555,2555
3694,3694
640,640
8883,8883
8874,8983
6862,6862
7588,7588
58,58
1070,1070
2,5552
681,8871
745,745
2514,2514
1266,1266
6366,6366
2979,2979
7733,7733
1483,1483
4984,4984
6906,8092
8745,8745
3090,3090
2837,2837
8315,8315
8206,8206
1123,1123
5224,3460
8648,8648
9750,9750
4886,4886
3456,2207
6768,8266
9505,9505
316,6341
1849,1849
1381,1381
1930,1930
3072,3072
5379,5379
4881,4881
215,215
7362,3146
265,265
7525,1527
2330,6471
1545,1545
6301,4434
2055,2055
4280,8283
9754,9754
2170,5535
8867,8867
694,694
1315,1315
9254,9254
3145,3145
578,2986
9505,4898
2581,2903
9848,9848
7381,2755
2136,2136
2100,2100
5252,5252
1875,1875
1753,9600
6459,6459
9784,9784
4767,4767
1634,1634
7665,7665
1122,5827
2249,2249
2250,8803
6621,6032
4826,2170
6189,6189
2227,2227
5566,5566
6897,6897
9046,9046
3908,3908
8451,8451
3817,8576
9909,4650
8870,5277
4155,4155
2730,2730
4677,4677
7931,5770
5612,5612
5328,5328
986,986
4629,4629
2964,4722
8216,8216
9349,9349
6653,6653
216,3465
563,3384
4387,4387
686,686
2034,2034
8417,402
952,952
5819,5819
6658,6658
2988,2988
4365,4365
2335,2335
5417,5417
8816,8816
8141,8141
6640,6640
7418,7418
6269,6269
712,9619
2404,2404
2971,2971
9868,9868
2395,2395
335,335
1456,1456
60,658
6139,6139
8337,8337
4652,4652
4425,3699
2816,2816
5036,5036
962,962
4800,8569
3531,3531
2644,2644
7302,7302
5177,5177
1629,1629
1870,1870
202,5542
19,19
7820,3885
1250,1250
726,726
1296,1296
1661,1661
7751,7751
1913,1913
1726,1726
2839,2839
6271,6271
103,103
7252,9466
3549,3549
8158,8158
2058,5821
7948,9952
9606,9606
362,362
1360,1360
450,5573
1322,1322
7329,6839
4184,4184
2306,3137
5028,5028
9773,2653
8618,8618
565,565
1262,1262
3135,3135
5483,5483
177,177
9007,9007
2333,2333
1279,1279
4845,4845
5749,5749
9089,9089
4004,3757
8504,8504
6582,6582
2703,2703
2933,2933
8096,8096
3548,3548
1410,1410
637,1934
9767,9767
4479,7507
3767,3767
7093,4229
4283,4283
8026,8026
7683,6602
2453,2453
469,469
8658,8658
4754,4754
2449,2449
9389,9389
948,948
421,421
5030,5030
3109,3109
3142,3142
6797,6797
7200,868
5953,3240
5549,5549
4841,4841
6780,6780
4555,4555
423,423
8287,8287
8317,8317
8186,8186
2794,2794
2812,9002
6478,6478
6384,6384
636,3666
4444,4444
4076,4076
4001,4001
314,314
4339,4339
2003,2003
7682,7682
181,6941
5296,5296
582,3926
834,7054
1238,1238
5258,5258
5486,5486
5762,5762
3829,3829
8785,8785
7990,7990
2683,2683
8797,8797
7032,1619
8406,8406
6385,5633
4172,4172
7841,7841
3485,3485
2900,7913
1162,1162
3912,4209
3649,3649
3357,3357
5788,5788
6421,6421
3400,6104
9634,9634
1642,1642
1388,1388
4443,2717
1278,1278
5632,5632
6978,3477
6589,6589
204,204
1882,1882
5050,5050
4769,4769
9955,9955
7765,7765
2672,1619
9725,2919
25,2343
596,596
8376,8376
2125,2125
5046,5046
2413,2413
7417,7417
2569,2569
6844,6844
467,686
6192,6192
547,547
3123,3123
1379,1379
790,790
4853,4853
3065,3065
7366,7366
4311,4311
3516,3516
443,443
3474,3474
4251,4251
6509,6509
1224,1224
4937,7702
7866,7866
777,777
3438,3438
1952,1952
6007,6007
3540,3540
8572,8572
652,652
1665,3845
1175,1175
4016,4016
3912,3912
4233,4233
426,426
5727,5727
3731,3731
5967,5967
1223,1223
7767,7767
703,703
6460,6460
3800,3800
7072,7600
2950,2950
6513,6513
2317,2317
6569,6569
6382,6382
4394,4394
9201,4393
8003,8003
4435,4435
2575,2575
4802,1378
5632,5632
8739,8739
1230,1230
3740,3740
5630,5630
1341,1341
1797,1797
961,961
1507,1507
2063,2063
3407,5180
161,161
1376,1376
2419,2419
6669,6669
1023,1023
3615,3615
2136,2136
419,419
1989,1989
6224,6224
7722,7722
983,983
5316,267
2087,3347
6437,6437
3089,7367
4921,4921
6761,6761
7619,7619
1607,1607
9239,9239
638,638
5016,5016
5634,5634
2684,3012
1009,1009
5936,9874
751,751
2226,2226
96,96
3469,3469
5844,2531
1605,1605
7304,7304
6342,6342
4607,4607
4276,4276
4519,4519
1570,1570
2335,2335
6462,6462
6800,6800
737,9039
3232,1029
781,8609
4830,4830
3833,3833
6302,6302
158,158
3654,3654
6433,6433
8892,8892
1152,1152
4976,4976
9229,6995
9464,9395
4085,4085
2051,2051
3891,3891
9880,9880
2050,2050
2817,2817
3389,3389
5189,5189
455,455
8321,8321
1322,1322
713,713
4098,4098
3315,3315
6550,6550
8704,8704
501,501
7284,7284
2448,2448
6836,9814
1722,1722
1107,799
7764,7764
2989,2989
4167,4167
9549,9549
7950,7950
4045,4045
4676,4676
3327,3327
6044,6044
4710,4710
2680,2680
1762,1762
5687,5687
2001,2001
7349,7349
3625,3625
4307,4307
9189,766
4071,4071
2466,2466
8135,8135
1584,9916
1661,1661
5841,5841
500,500
1212,1212
8118,8118
433,433
781,781
1442,1442
8843,8843
6370,6370
3648,3648
1301,1301
1386,1386
9312,2334
6459,6459
7770,7770
521,521
6485,6485
4310,4310
2580,2580
623,7726
903,9538
4115,4115
688,688
6580,6580
17,17
7412,7412
292,292
8889,3845
712,712
5664,5664
8806,8806
605,605
4731,4731
6177,6177
5068,5068
9700,9700
8388,8388
5455,5455
7029,7029
6944,6944
7067,7067
5133,5133
3000,622
6485,6671
3867,6755
3542,3542
943,9855
3240,8254
864,864
3928,3928
8549,4686
3460,3460
196,196
4981,4981
2517,2517
4104,590
2860,2860
1407,1407
5872,4376
5461,5461
5714,5714
8539,8539
786,786
2344,2344
5522,5522
686,686
3186,3186
1266,1266
5444,5444
1884,1884
4197,9145
367,367
3399,3399
3232,3232
8310,3203
777,777
3682,6429
222,222
6540,6540
5935,5935
8344,8344
8306,8306
7178,7178
620,620
5006,5006
1594,1594
2779,2378
6378,6378
6003,6003
5519,5519
859,859
2439,2439
468,1844
3949,3949
725,725
4590,4590
1098,8643
2832,2832
51,5138
1175,1175
3342,3342
2608,2608
1923,1923
9850,9850
7847,7847
2896,2896
1212,8944
5604,5604
105,105
3972,3972
7103,7103
179,179
7293,7293
8171,2259
4111,4111
4255,4255
7804,7804
9409,9409
6751,9178
847,7618
1639,2153
7151,6059
8413,8413
214,2848
8316,8316
760,760
5314,5314
6617,6617
7768,7768
128,128
6720,6720
3892,3892
5398,5398
8154,8154
7014,7014
9705,9705
4589,4589
138,138
865,865
2318,2318
5871,5871
4895,4895
3560,3560
194,194
8446,8446
8407,8407
5979,6750
7984,7984
462,462
8880,8880
8985,8985
4138,9733
1986,1986
3021,3021
6250,6250
1648,1648
186,186
557,1778
1780,1780
5403,5403
6675,3328
8010,8010
8758,9791
7869,7869
4361,4361
7551,7551
5026,5026
9153,9153
264,264
6607,6494
1998,1998
3673,3673
8176,8176
3794,3794
3736,3736
6611,6611
3602,3602
6826,6826
5732,3719
7835,7835
744,744
1587,1587
3764,4243
1032,9199
4555,4555
4589,7658
6418,6418
7948,1738
3638,3638
7269,7269
7944,7944
6582,6582
6456,4060
205,205
1364,1364
1865,1865
8178,2695
8076,8076
971,6405
3605,3605
3077,6711
7813,7813
7573,7573
6325,5369
9022,9022
5075,8472
8077,8077
4513,4513
1858,1858
2177,2177
4136,4136
8974,8974
8739,8739
2485,2485
3577,3577
4926,4926
3823,3823
1640,1640
2979,2979
4067,4067
1350,6770
5972,5972
1246,1246
8834,8834
1234,1234
3386,3386
3944,3944
7356,7356
390,390
7445,7445
360,360
4718,4718
9140,9140
6250,6250
38,2235
4230,4230
1030,1030
7598,7598
4839,4839
544,544
2219,2219
3890,3890
5881,5881
5047,5047
438,438
6626,6626
8128,8128
2699,2699
4692,9349
3836,3836
1765,1765
4113,4113
1820,7201
1856,9562
601,601
4498,5285
1988,2168
7503,9375
7939,7939
528,528
9185,9185
7368,5444
7427,7427
5848,2178
7344,7344
1710,1710
7933,7933
587,7803
163,163
7704,6494
9817,5901
679,679
4735,9824
8912,2688
7250,7250
70,70
26,8791
1805,5603
6680,6680
4144,4014
3092,3092
1504,5662
1114,9362
3944,3944
8967,8967
9279,2416
7722,1272
6462,6462
6644,2101
7620,7620
6829,6829
2543,2543
3427,3427
9162,9162
6018,6018
1111,58
5600,5984
5477,5477
8173,8404
3041,3041
869,869
5425,5425
820,820
4226,4226
1452,1452
716,716
1217,1217
8493,8493
1159,2805
6801,9287
8541,6768
6825,6825
1500,1500
1264,1264
2114,2114
616,616
684,684
8370,8370
4673,4673
6451,6451
6040,6040
7221,7221
900,1585
2716,2716
6272,6272
2070,2070
8987,8987
7956,7956
6202,6202
382,382
8820,8820
1391,1391
3752,3752
3162,3162
7881,7881
6699,6699
7474,7474
5443,5470
2848,2848
1866,1866
1325,1325
3786,3786
1137,1137
3062,6507
3270,3270
6366,3753
2523,2523
6986,6986
4697,4697
9362,9362
5476,5476
7141,7141
1221,170
2882,2882
4511,4511
4586,4586
502,502
8689,8689
1750,1750
9909,9909
1999,1999
403,403
7441,7441
7344,7344
4390,4390
9881,9881
3936,5353
980,980
8569,8569
1802,6093
2554,2554
4694,4694
5078,1020
5333,4200
4335,4335
5681,250
2269,2269
5660,6969
8346,8346
2318,2318
212,212
630,8975
417,417
6456,6456
2692,2692
784,784
5387,5387
7146,7146
5482,5482
6436,6436
9115,9115
2110,2110
2941,2941
2801,2801
1762,2200
4549,4549
7009,7009
405,405
4176,4176
7290,7290
6162,6162
6069,6069
5919,5919
6126,6126
4140,4140
3045,3045
814,814
2485,2485
6984,6984
58,58
8388,8388
3540,3540
5621,5621
3878,5465
2945,2945
8736,2189
9598,9598
7886,7886
787,787
2480,1558
8993,8993
77,77
998,998
2265,2265
8666,3242
7423,7423
2052,2052
9017,9017
1168,1168
4226,4226
7232,7232
7715,7715
4101,4101
1665,8178
2502,2502
1872,1872
413,413
3372,3372
39,5090
3134,3134
9158,9158
2588,2588
9875,9875
1945,6330
3383,6034
8465,8465
4157,5002
2941,3169
7947,7947
1021,2446
4902,4902
3189,3189
5489,5489
3959,3959
6723,6694
7885,7885
9179,9179
4122,4122
8452,3548
2870,8672
1290,1290
276,119
990,990
948,948
7837,7837
7450,7450
6300,6300
5172,5172
1396,1396
4905,4905
4254,4254
1587,1587
3830,3830
8194,8194
6525,6525
570,570
6471,6471
1850,5602
3335,3335
6339,6300
9887,9887
7596,7596
7081,7081
7192,7192
3122,3122
262,262
3344,3344
2949,2949
6656,6656
8183,9594
6006,6006
557,557
4967,4967
3749,3749
6029,6029
9200,8730
1703,1703
911,911
6628,9514
2992,2992
7252,7252
8505,8505
7770,7770
5481,5481
1046,1046
8360,7667
1587,1587
7358,7358
1555,1555
1186,1186
6207,6207
7228,7228
7078,4852
3148,3148
6555,6555
8221,9100
5868,5868
4192,1342
3786,3786
3724,3724
683,2558
3809,3809
373,6348
7063,7063
1106,1106
801,801
4719,4719
9345,9345
832,832
1812,1812
2407,2407
5155,5155
7239,7239
8072,8072
6720,6720
9347,9347
9661,9661
2448,2448
2363,2363
8757,8757
5004,5004
8025,8025
277,277
5866,1888
7406,7406
1147,1147
6961,6961
3614,9929
677,4647
3688,3688
5652,5652
5861,5861
4463,4463
2966,2966
8688,8688
9502,9890
2823,2823
17,328
2666,2666
2447,2447
7423,7423
3431,3431
3222,3222
1182,1182
1609,1609
5283,5283
2602,2602
8070,8070
3411,3411
3293,3293
3108,3108
9283,9283
6173,6173
3490,3490
7825,7825
1900,1900
1433,1433
7993,1687
4696,4696
2505,2505
3954,3954
8081,6573
8674,8674
5298,9084
5468,5468
719,719
3210,2566
367,5231
4154,4154
1649,6395
3404,3404
5504,5504
1767,1767
3092,3092
8183,8183
2589,2589
3811,3811
8938,8938
4752,4752
702,6683
1409,1409
3882,3882
5310,5310
7576,7576
6130,6130
6273,6273
4379,4379
2261,2261
2066,8182
258,258
4693,4693
1471,9941
2566,2566
588,5761
2726,2726
122,122
7180,4345
226,226
7839,9658
1045,1614
5087,5087
7141,9675
2402,2402
2052,2052
5004,5004
6126,6126
4543,4543
3695,3695
2266,2266
5990,5990
4762,4762
5592,5592
7464,7464
5912,5912
4320,4320
2002,2002
2835,2835
8644,8644
2109,2109
3690,3690
9891,9891
6551,4033
9144,9144
5789,5789
2055,8238
3661,3661
4642,4642
687,687
5555,5555
5296,5296
738,6609
4166,6130
4243,4243
5200,5200
9527,9527
2621,2621
299,16
856,2643
1476,6431
329,5429
8503,8503
3528,3528
6506,1318
6987,6987
4446,4446
2907,2907
6554,6554
7614,7614
7022,8805
7359,7359
1322,7230
8565,8565
3726,3726
4748,4748
1440,1440
3385,3385
9024,9024
9947,5504
4633,4633
1675,1675
7298,7298
7341,7341
706,706
6178,9237
6038,6038
2429,7630
8494,8494
500,500
6652,6652
1824,1824
1380,1380
2714,2714
7727,7727
3498,7991
5126,5126
799,6689
3853,3853
5825,5825
5071,5071
5441,5441
3425,3425
8586,8586
6451,6451
665,665
4640,4640
3244,3244
5079,5079
8122,8122
3027,9690
2161,3737
5955,5955
1971,1971
4759,4759
6730,6730
1695,1695
545,545
3895,3895
7351,7351
1397,1397
5422,5422
1116,5679
9384,9384
1317,1317
7672,5826
6872,6872
2883,2883
4185,4185
4791,4791
3787,3787
3542,7869
1009,1009
6957,6957
2821,2821
8907,3075
5344,5344
7097,9905
4688,4688
1541,5535
5127,5127
6981,6981
4725,4725
7756,7756
6166,6166
2407,2407
4009,4009
2587,2587
8384,9691
4928,7821
7263,7263
2076,2076
4351,4351
5902,5902
3824,451
715,715
3611,3611
1346,1346
4273,6181
4777,4777
1386,6466
3948,3948
1445,1445
1274,1274
3767,3767
1130,1130
2942,2942
2707,1980
6266,6266
5274,5274
7045,7045
1978,1978
4734,4734
2870,2870
3692,3692
6379,6379
369,369
2983,2983
1464,1464
47,7371
4356,4356
4276,4276
2930,2930
7590,7590
6034,6034
2402,2402
9365,6179
8786,8786
9374,9374
9528,9528
2935,2935
766,766
748,748
2894,2894
911,911
4278,4278
5491,5491
670,670
9818,9818
4156,4156
3041,5227
3878,3878
8953,8953
1148,1148
4208,4208
6274,5890
5902,3428
3721,3721
2481,2481
5999,4667
5081,5081
8055,3042
296,5409
3389,3389
5371,5371
4092,4092
601,601
6394,6394
2781,2781
3578,3578
5579,5579
4081,6024
3361,9250
3071,6797
413,413
8469,1008
6037,6037
2435,2435
1369,1369
4316,4316
693,693
6022,6022
2011,1738
5596,5596
2423,2423
6903,6903
5437,5437
5773,5773
9075,9075
7189,2688
9091,8959
8942,4313
2437,2437
8568,8568
366,6525
6733,6733
4714,4714
3316,8284
8473,8473
2517,2517
8188,8188
2705,2705
580,580
1603,1603
3835,3835
7592,4896
583,583
3447,3447
7174,9914
6681,8157
1491,1491
4540,4540
2654,2654
6335,6335
7764,7764
7797,6261
4120,4120
8107,8107
3194,8249
2616,2616
1863,6305
3691,3691
5647,5647
1714,1714
1672,1672
8032,8032
1556,1556
258,258
7579,7579
2234,2234
4528,4528
1686,1686
7749,9062
2884,4437
6185,6185
8114,8114
9569,9569
3298,4897
3676,3493
4803,4803
3551,3551
2875,2875
1814,1814
4518,4518
8068,8068
776,776
3087,3087
773,4993
2437,16
3090,3090
117,117
6192,6192
344,344
5348,5348
5970,5460
9157,9157
2021,2021
442,442
2760,2760
4414,4414
2056,2056
2987,2987
9406,9406
2952,2952
7864,7864
7698,7698
2715,2715
7068,7068
6554,6554
4015,4015
824,2946
2008,2008
1993,1993
2048,2048
5304,5304
1665,1665
4849,4849
5407,5407
5609,8289
4820,1315
4637,4637
9516,9516
5467,5467
7073,7073
5559,6156
1294,3757
3357,3357
2219,2219
3058,3058
1691,1691
2256,2256
1628,1628
3514,3514
2103,2103
6296,6296
3781,1935
8348,8348
1246,1246
1996,1996
6195,305
2435,5184
431,431
4554,4554
4842,3175
3542,3542
502,502
7222,7222
2770,5951
183,183
4060,4060
6762,6762
9598,6331
3942,1555
6797,4212
9084,9084
804,6486
739,7693
7644,7644
5115,5115
6429,9572
5377,5377
1649,1649
2158,2158
2110,8553
4852,4852
8270,8270
3234,3234
6583,6583
2676,2676
1740,1740
5481,2279
4074,4074
8466,8466
3461,3461
307,307
415,415
2467,2467
3959,3959
1672,1672
1663,1663
4432,4432
530,530
6743,6743
5781,5781
8882,6248
7607,7607
4844,4844
9009,9009
5861,5861
7122,7122
3355,651
4812,4812
5292,5292
3328,4763
7619,7619
5604,5604
1485,1485
9878,9878
1591,1591
4137,5834
8842,8842
8544,8544
1615,1615
8322,8322
4010,7088
6749,183
4018,4018
2289,2289
1226,1226
4661,4661
3242,3242
2798,2798
6847,6847
6076,6076
7830,7830
8197,8197
7661,6898
6494,6494
3981,3981
4016,4016
8253,8253
5497,5497
8929,8929
3600,8321
832,1349
4197,4197
4716,4716
8879,8879
3981,3981
2705,2705
179,179
5687,5687
5804,5804
4118,4118
3229,3229
8053,8053
1863,1863
3917,3917
1155,1155
7440,7440
2334,2334
2255,2255
6280,3821
288,288
8015,5116
8745,8745
3132,3132
1568,1568
8775,8775
9251,9251
3710,3710
8727,8727
4044,4044
1702,1702
4490,4490
7097,7097
5747,5747
5980,5980
5564,2668
4444,2902
4833,4833
9314,9314
3627,3627
8961,8961
5520,5520
5272,5272
278,7915
5864,5864
1421,1421
4924,4924
9149,5387
5741,5741
4672,4672
6382,6382
5089,5089
765,765
5674,5674
5118,5118
41,41
5809,8569
2720,2720
7109,7109
2803,2803
3339,3339
3690,3690
4665,4665
2833,2833
1444,1444
7312,7312
972,972
7724,7724
8975,8975
2592,2592
782,5940
691,691
3684,3684
6434,6434
5427,5427
8136,908
2603,2603
1662,1662
7550,4445
7062,7062
183,6869
6557,6557
7009,7009
7954,7954
3781,3781
4887,4887
904,904
926,926
3947,3947
4890,2664
5355,5355
2355,2355
5453,5453
1413,1413
6730,6730
4571,4571
5282,5282
9740,17
2696,2696
9180,9180
5254,5254
1762,1762
9871,9733
4342,4342
8021,8021
2418,2418
1866,1866
3112,3112
1557,1557
2457,2457
2399,2399
5572,5572
8721,5223
4539,4539
493,493
6225,6225
1339,1339
2053,2053
8864,8864
4381,4381
2081,2081
1867,1867
5070,5070
1328,1328
3395,3395
2558,2558
6956,9177
2801,2801
2579,2579
6576,6576
1493,1493
167,167
5362,5362
1012,1012
5399,5399
3121,6551
3242,3242
736,736
7692,7692
4711,4711
5043,5043
4764,4764
1446,1446
1331,1331
1857,4302
4512,4512
8237,8237
454,5003
2075,2075
3341,3341
5774,5774
4236,4236
9334,9334
6127,6127
1698,1698
9029,9029
4669,4669
3149,3149
6772,6772
1007,1007
8480,9397
2126,5573
6629,6629
202,202
607,607
3083,3083
1636,1636
2427,2427
3404,3404
5729,5729
8355,8355
6421,6421
1706,1706
2005,2005
9726,9726
933,933
7817,7817
3878,3878
6572,6572
4369,4369
1774,1774
866,866
478,478
5596,5596
6646,4390
9763,9763
4113,4113
1202,1202
4661,4661
7159,7104
6113,6113
3340,3340
262,262
2737,2737
2730,2644
1351,1761
2361,2361
6634,6634
4027,7792
493,493
7021,7021
7608,6545
1158,1158
4445,4445
8027,8027
2123,2123
8224,8224
2890,2890
2060,2060
8033,8033
4996,4996
3322,9694
3977,3977
9998,9998
7921,7921
3093,3093
1468,1468
5354,5354
3548,3548
3171,3171
7948,7948
3441,6359
227,227
450,450
8435,2795
2695,2695
6114,6114
9071,9071
8038,8038
7120,7120
2418,2418
666,666
1930,1930
7272,7272
4384,7508
7810,3278
1649,1649
8050,8050
1620,1620
61,61
2418,2418
8300,8300
3302,3302
2573,2573
5212,5212
3265,7197
2749,2749
775,3745
8864,8864
5372,5372
6938,6938
5932,5932
4137,6030
9015,9015
6526,6526
2544,2544
4922,4922
7635,4141
2134,2134
193,193
8459,1670
1960,1960
5351,5351
6764,6764
8396,8396
7791,7791
2921,2921
70,70
3614,3614
1501,4132
5822,5822
1855,1855
624,624
6037,6037
981,981
5731,5731
4440,4440
2895,2895
6293,6293
7156,7156
8433,8433
4646,4646
2598,2598
1069,1069
7513,7513
3313,3313
9305,9305
8824,8824
3150,3150
5705,5705
1319,1319
7036,31
6238,445
8787,8787
298,298
5510,879
9582,9582
3561,3561
3352,7186
646,646
5056,5056
721,721
1703,1703
5656,5656
79,79
8392,8392
5370,5370
612,612
5085,5085
8710,8710
2213,2213
7119,9160
6409,6409
1332,1332
1394,1394
3327,3327
7391,7391
4785,5872
6435,6435
2264,2264
2197,2197
9180,9180
5496,5496
464,464
2769,2769
3714,8032
5606,5606
2698,2698
147,147
8861,8861
5948,3153
3608,3608
3611,3611
5516,5516
992,992
4696,4696
5742,1016
1448,1448
4962,4962
5286,5286
2058,2058
2026,2026
2074,2919
451,451
2289,2289
5552,5552
9866,2653
7930,7930
2952,6934
4548,4548
2856,2856
9722,9722
5750,5750
3050,3050
170,170
1676,1676
1789,1789
5101,2064
5815,2926
7873,1029
8933,8933
8362,8362
6903,6903
153,153
3988,6778
4527,4527
4738,4738
3617,3617
6199,6199
3562,6875
4039,4039
8820,8820
6328,6328
8954,1275
549,6699
7122,7122
3705,3705
4283,4283
7675,7675
1789,1789
1047,1047
1852,1852
5195,5195
2372,2372
5008,5008
8570,8570
7266,7266
3663,3663
1745,1745
344,344
7078,7078
5997,5997
8563,8563
6826,6826
848,848
284,284
1942,1942
3262,9884
5925,5925
5789,4072
595,595
4605,4605
3972,3972
269,269
1021,7085
3105,3105
7906,7906
575,575
3680,1859
1883,1883
5612,5612
4631,4631
8631,3518
4675,6216
7010,7010
7414,812
7082,7082
5085,5085
1091,1091
3673,5884
8789,8789
526,526
658,658
3405,2085
5950,5950
1826,1826
6264,6264
3159,3159
5525,5218
9866,9866
2155,5067
9910,9910
2588,2588
1207,1207
975,975
5466,7517
4739,4739
7990,7990
7779,5341
1048,8285
365,4120
7893,7893
4195,7651
346,346
3704,3704
8837,7797
3023,8283
4452,4452
6237,6237
907,907
5497,5497
9465,9465
944,944
8582,8582
4821,4821
407,407
3013,3013
3552,3552
8964,8035
9762,883
2480,2480
7321,7321
9804,9804
4861,4861
8720,8720
5800,5800
9469,9469
684,684
3278,3278
4671,4671
2558,2558
2362,2362
9066,9066
7422,7422
4382,4382
8667,8667
1162,1162
5471,5471
2312,2312
8637,8637
5955,5955
75,75
3147,3147
8415,8415
4595,4595
6988,6988
8131,8131
7528,7528
8111,8111
1310,628
6251,6251
452,452
3478,3478
244,505
4768,4768
7235,7036
2792,2792
2716,1652
214,214
588,588
8818,9852
6099,6099
600,9315
913,913
5973,5973
302,302
6372,6372
6972,6972
2936,2936
858,3359
9469,9469
6487,6487
3342,3342
5878,5878
7627,7627
6699,6699
5048,5048
7555,7555
4166,4166
1663,1663
3335,4110
6111,4539
1716,1716
2216,2216
6188,6188
4451,4451
3353,3353
6177,6177
8783,7236
8477,8477
287,287
5626,5626
4070,4070
1046,1046
5982,6291
105,105
5764,5764
4283,4283
2317,2317
1495,1495
6018,6018
3198,4659
1697,1697
7072,7072
4606,4606
7351,7351
4320,4320
6166,6166
3177,6947
2274,3389
5049,5059
1574,1574
3046,6387
1488,1488
9086,2649
8082,1074
6494,3629
4712,3927
654,654
7379,7379
3262,5270
4372,4372
6381,6381
8247,8247
7806,7806
8220,8220
6754,8999
2080,3013
9450,9450
8374,8374
9938,9938
6589,6589
5179,5179
4902,4902
3117,7995
8726,8726
2625,2625
1261,1261
6864,6864
2820,2820
7621,7621
6498,5183
2435,2435
7493,7493
7963,9782
1206,1206
2116,2116
9198,9198
6316,6316
7035,526
9672,9672
9731,9731
1958,25
8285,8285
7467,7467
5874,5874
4536,4536
1230,1230
2186,2186
5980,5980
3990,3990
2888,2888
129,129
2868,2868
1003,1003
6781,4137
6819,6819
3774,9593
4578,4578
5928,5928
9443,9443
1481,1730
8554,8554
4121,4121
2606,2606
1621,1621
2742,2742
1963,1963
5801,5801
7553,7553
2485,2485
7471,7471
1946,1946
159,9516
5282,6954
787,787
6343,6343
4841,710
400,5
3772,3772
3891,3891
3775,3775
217,217
2326,122
7781,7781
401,401
2168,2168
3039,3039
3172,3172
2445,2445
1433,1433
583,583
2578,2578
8286,8286
5611,5611
1286,1286
763,763
1962,1962
4713,6216
3647,3647
415,415
82,82
183,527
3987,3987
1802,1802
2236,1614
8586,8586
6199,6199
1170,1170
3455,3455
6848,6848
4915,4915
2866,2866
2241,2241
6102,6102
2009,2009
5434,5434
1728,1728
5399,5399
3269,3269
6769,6769
611,611
4361,4361
1661,1661
6623,79
1668,9065
2377,9077
4868,8337
3049,3049
58,58
2585,2585
1880,1880
7473,7473
4421,4421
23,9151
2703,2703
5048,5048
7794,2803
4692,4692
4157,9668
6421,6421
2314,2314
2881,2563
121,121
7195,7195
1576,1576
2821,2821
3028,3028
4512,4512
5466,2336
3080,6321
4083,4083
8766,8447
678,678
1189,1189
2258,2258
1065,1065
6622,6622
2832,2832
1278,1278
4274,4274
6193,6193
